"restaurant","cuisine_type","WeekendOrWeekday","order_id","cost","rating","prep_time","delivery_time"
"Vanessa's Dumplings","Chinese","Weekday",1795,29.2,NA,27,30
"Vanessa's Dumplings","Chinese","Weekend",1796,6.7,5,20,17
"Vanessa's Dumplings","Chinese","Weekend",1797,24.2,4,20,18
"Vanessa's Dumplings","Chinese","Weekend",1798,15.57,5,33,28
"Vanessa's Dumplings","Chinese","Weekend",1799,20.23,5,33,17
"Vanessa's Dumplings","Chinese","Weekend",1800,15.09,NA,25,25
"Vanessa's Dumplings","Chinese","Weekend",1801,9.51,NA,31,23
"Vanessa's Dumplings","Chinese","Weekend",1802,16.78,5,27,29
"Vanessa's Dumplings","Chinese","Weekend",1803,8.3,NA,24,20
"Vanessa's Dumplings","Chinese","Weekend",1804,8.98,NA,20,20
"Vanessa's Dumplings","Chinese","Weekend",1805,14.02,4,22,24
"Vezzo Thin Crust Pizza","Italian","Weekday",1806,22.26,NA,22,32
"Vezzo Thin Crust Pizza","Italian","Weekend",1807,9.17,NA,21,24
"Vezzo Thin Crust Pizza","Italian","Weekend",1808,12.13,NA,27,15
"Vezzo Thin Crust Pizza","Italian","Weekend",1809,13.05,5,31,27
"Vezzo Thin Crust Pizza","Italian","Weekend",1810,12.13,5,34,26
"Waverly Diner","American","Weekday",1812,16.3,3,28,25
"Waverly Diner","American","Weekday",1813,14.6,3,20,32
"Waverly Diner","American","Weekend",1814,6.84,NA,24,18
"Waverly Diner","American","Weekend",1815,11.59,NA,25,22
"Waverly Diner","American","Weekend",1816,14.94,NA,28,28
"Waverly Diner","American","Weekend",1817,19.4,5,25,23
"Waverly Diner","American","Weekend",1818,22.8,4,25,21
"Westville Hudson","American","Weekday",1819,8.34,NA,22,26
"Westville Hudson","American","Weekday",1820,20.23,NA,31,29
"Westville Hudson","American","Weekend",1821,21.88,5,20,15
"Westville Hudson","American","Weekend",1822,29.1,NA,20,24
"Westville Hudson","American","Weekend",1823,24.3,NA,32,15
"Westville Hudson","American","Weekend",1824,16.98,5,34,20
"Westville Hudson","American","Weekend",1825,9.51,NA,27,28
"Westville Hudson","American","Weekend",1826,11.16,4,24,20
"Westville Hudson","American","Weekend",1827,20.13,4,29,19
"Westville Hudson","American","Weekend",1828,12.18,3,20,25
"Westville Hudson","American","Weekend",1829,12.56,5,26,28
"Westville Hudson","American","Weekend",1830,33.03,5,25,18
"Westville Hudson","American","Weekend",1831,16.01,5,20,18
"Westville Hudson","American","Weekend",1832,24.25,NA,25,21
"Westville Hudson","American","Weekend",1833,32.93,5,30,20
"Xi'an Famous Foods","Chinese","Weekday",1838,14.12,3,24,31
"Xi'an Famous Foods","Chinese","Weekday",1839,9.22,NA,31,32
"Xi'an Famous Foods","Chinese","Weekend",1840,24.3,4,32,29
"Xi'an Famous Foods","Chinese","Weekend",1841,6.64,NA,35,19
"Xi'an Famous Foods","Chinese","Weekend",1842,19.45,5,28,18
"Xi'an Famous Foods","Chinese","Weekend",1843,8.54,5,29,30
"Xi'an Famous Foods","Chinese","Weekend",1844,6.02,5,33,24
"Xi'an Famous Foods","Chinese","Weekend",1845,14.12,4,32,19
"Xi'an Famous Foods","Chinese","Weekend",1846,20.86,4,35,26
"Yama 49","Japanese","Weekday",1847,13,5,24,32
"Yama 49","Japanese","Weekday",1848,12.61,5,23,28
"Yama 49","Japanese","Weekend",1849,22.31,5,29,17
"Yama 49","Japanese","Weekend",1850,31.33,5,21,27
"Yama 49","Japanese","Weekend",1851,22.36,NA,33,25
"Yama Japanese Restaurant","Japanese","Weekday",1852,24.25,NA,23,30
"Yama Japanese Restaurant","Japanese","Weekday",1853,12.08,NA,25,33
"Yama Japanese Restaurant","Japanese","Weekday",1854,9.02,3,25,33
"Yama Japanese Restaurant","Japanese","Weekday",1855,12.18,NA,30,25
"Yama Japanese Restaurant","Japanese","Weekend",1856,32.93,5,29,17
"Yama Japanese Restaurant","Japanese","Weekend",1857,22.36,5,30,16
"Yama Japanese Restaurant","Japanese","Weekend",1858,6.69,4,28,17
"Yama Japanese Restaurant","Japanese","Weekend",1859,17.08,5,28,15
"Yama Japanese Restaurant","Japanese","Weekend",1860,14.55,5,20,28
"Yama Japanese Restaurant","Japanese","Weekend",1861,5.77,NA,34,21
"Yama Japanese Restaurant","Japanese","Weekend",1862,25.27,NA,30,16
"Yama Japanese Restaurant","Japanese","Weekend",1863,12.66,NA,25,26
"Yama Japanese Restaurant","Japanese","Weekend",1864,8.78,4,22,28
"Yama Japanese Restaurant","Japanese","Weekend",1865,9.65,5,24,16
"Yama Japanese Restaurant","Japanese","Weekend",1866,16.1,NA,33,27
"Yama Japanese Restaurant","Japanese","Weekend",1867,5.82,NA,30,30
"Yama Japanese Restaurant","Japanese","Weekend",1868,12.13,NA,26,26
"Yama Japanese Restaurant","Japanese","Weekend",1869,9.27,NA,23,29
"da Umberto","Italian","Weekday",1874,12.27,5,20,30
"da Umberto","Italian","Weekend",1875,32.98,NA,30,28
"da Umberto","Italian","Weekend",1876,7.61,NA,23,26
"ilili Restaurant","Middle Eastern","Weekday",1877,31.43,3,26,29
"ilili Restaurant","Middle Eastern","Weekday",1878,9.46,4,25,25
"ilili Restaurant","Middle Eastern","Weekday",1879,31.33,4,29,27
"ilili Restaurant","Middle Eastern","Weekday",1880,25.22,4,32,25
"ilili Restaurant","Middle Eastern","Weekday",1881,6.02,NA,27,29
"ilili Restaurant","Middle Eastern","Weekday",1882,25.22,5,25,33
"ilili Restaurant","Middle Eastern","Weekday",1883,13.73,5,22,33
"ilili Restaurant","Middle Eastern","Weekday",1884,24.2,4,34,24
"ilili Restaurant","Middle Eastern","Weekday",1885,12.23,5,24,32
"ilili Restaurant","Middle Eastern","Weekend",1886,32.93,4,25,17
"ilili Restaurant","Middle Eastern","Weekend",1887,9.56,NA,27,27
"ilili Restaurant","Middle Eastern","Weekend",1888,29.25,3,27,21
"ilili Restaurant","Middle Eastern","Weekend",1889,29.05,NA,24,29
"ilili Restaurant","Middle Eastern","Weekend",1890,12.66,5,21,15
"ilili Restaurant","Middle Eastern","Weekend",1891,8.97,NA,24,19
"ilili Restaurant","Middle Eastern","Weekend",1892,9.17,NA,26,19
"ilili Restaurant","Middle Eastern","Weekend",1893,16.3,4,27,16
"ilili Restaurant","Middle Eastern","Weekend",1894,16.49,4,30,28
"indikitch","Indian","Weekend",1895,5.58,NA,35,30
"indikitch","Indian","Weekend",1896,9.26,5,33,26
"indikitch","Indian","Weekend",1897,14.07,4,20,30
"indikitch","Indian","Weekend",1898,22.26,NA,35,16
